Most_Recent_timestamp	Most_Recent_symbol	Most_Recent_timeframe	Most_Recent_close	Most_Recent_Base_FL	Most_Recent_UOEDT	Most_Recent_LOEDT	Most_Recent_horiz_high_map	Most_Recent_horiz_low_map	Most_Recent_ssa	Most_Recent_ema_ssa	Most_Recent_crossing
1777480149	XAUUSD	M15	4544.90						4546.95995	4552.33800	0
1777481049	XAUUSD	M15	4549.80						4540.44297	4546.39049	0
1777481949	XAUUSD	M15	4537.82						4534.31981	4540.35515	0
1777482849	XAUUSD	M15	4514.81						4529.49275	4534.92395	0
1777483749	XAUUSD	M15	4521.71					4510.28000	4527.00324	4530.96360	0
1777484649	XAUUSD	M15	4526.15						4526.82822	4528.89591	0
1777485549	XAUUSD	M15	4533.20						4528.72240	4528.80915	0
1777486449	XAUUSD	M15	4538.69						4532.16078	4530.48497	1
1777487349	XAUUSD	M15	4539.25						4536.54527	4533.51512	0
1777488249	XAUUSD	M15	4538.08						4541.37693	4537.44602	0
1777489149	XAUUSD	M15	4543.61						4546.21842	4541.83222	0
1777490049	XAUUSD	M15	4553.17						4550.49238	4546.16230	0
1777490949	XAUUSD	M15	4547.48						4553.60137	4549.88184	0
1777491849	XAUUSD	M15	4559.10						4555.46332	4552.67258	0
1777492749	XAUUSD	M15	4560.23						4555.66916	4554.17087	0
1777493649	XAUUSD	M15	4550.51						4554.25157	4554.21122	0
1777494549	XAUUSD	M15	4545.36						4551.68891	4552.95007	1
1777495449	XAUUSD	M15	4550.68						4548.42901	4550.68954	0
1777496349	XAUUSD	M15	4547.23						4544.69097	4547.69025	0
1777497249	XAUUSD	M15	4544.75						4540.94655	4544.31840	0
1777498149	XAUUSD	M15	4547.33						4537.63596	4540.97718	0
1777499049	XAUUSD	M15	4525.75						4535.02714	4538.00216	0
1777499949	XAUUSD	M15	4532.95						4533.91799	4535.96007	0
1777500849	XAUUSD	M15	4520.81						4534.14590	4535.05299	0
1777501749	XAUUSD	M15	4538.19					4518.41000	4535.83797	4535.44548	1
1777502649	XAUUSD	M15	4547.72						4538.16459	4536.80503	0
1777503549	XAUUSD	M15	4542.84						4540.44852	4538.62677	0
1777504449	XAUUSD	M15	4539.61						4542.47662	4540.55170	0
1777505349	XAUUSD	M15	4547.05						4544.12446	4542.33808	0
1777506249	XAUUSD	M15	4546.25						4545.14296	4543.74052	0
1777507149	XAUUSD	M15	4543.25						4545.65025	4544.69539	0
1777508049	XAUUSD	M15	4543.79						4545.93354	4545.31447	0
1777508949	XAUUSD	M15	4543.57						4546.20775	4545.76111	0
1777513449	XAUUSD	M15	4546.40						4546.68975	4546.22543	0
1777514349	XAUUSD	M15	4549.14						4547.45217	4546.83880	0
1777515249	XAUUSD	M15	4548.51						4548.49735	4547.66807	0
1777516149	XAUUSD	M15	4552.08						4549.87645	4548.77226	0
1777517049	XAUUSD	M15	4553.33						4551.51343	4550.14285	0
1777517949	XAUUSD	M15	4551.63						4553.40752	4551.77519	0
1777518849	XAUUSD	M15	4554.44						4555.65259	4553.71389	0
1777519749	XAUUSD	M15	4561.66						4558.22723	4555.97056	0
1777520649	XAUUSD	M15	4557.93						4560.98037	4558.47547	0
1777521549	XAUUSD	M15	4563.57						4564.02055	4561.24801	0
1777522449	XAUUSD	M15	4567.11						4567.15697	4564.20249	0
1777523349	XAUUSD	M15	4569.83						4570.17556	4567.18903	0
1777524249	XAUUSD	M15	4568.52						4572.84909	4570.01906	0
1777525149	XAUUSD	M15	4579.79						4575.03201	4572.52553	0
1777526049	XAUUSD	M15	4576.31						4576.24986	4574.38770	0
1777526949	XAUUSD	M15	4579.13				4582.32000		4576.46892	4575.42831	0
1777527849	XAUUSD	M15	4579.74						4575.57471	4575.50151	0
1777528749	XAUUSD	M15	4573.13						4573.60931	4574.55541	1
1777529649	XAUUSD	M15	4562.53						4570.88276	4572.71909	0
1777530549	XAUUSD	M15	4565.02						4567.84144	4570.28026	0
1777531449	XAUUSD	M15	4564.98						4564.54105	4567.41066	0
1777532349	XAUUSD	M15	4563.32						4561.09241	4564.25154	0
1777533249	XAUUSD	M15	4561.66						4557.64580	4560.94867	0
1777534149	XAUUSD	M15	4556.09						4554.39211	4557.67039	0
1777535049	XAUUSD	M15	4555.41						4551.66406	4554.66722	0
1777535949	XAUUSD	M15	4547.28						4549.68111	4552.17417	0
1777536849	XAUUSD	M15	4544.74					4540.82000	4548.83576	4550.50497	0
1777537749	XAUUSD	M15	4541.91						4549.30558	4549.90527	0
1777538649	XAUUSD	M15	4553.22						4551.18297	4550.54412	1
1777539549	XAUUSD	M15	4555.73						4554.09875	4552.32143	0
1777540449	XAUUSD	M15	4564.04						4557.87999	4555.10071	0
1777541349	XAUUSD	M15	4562.71						4562.21891	4558.65981	0
1777542249	XAUUSD	M15	4566.21						4567.11134	4562.88558	0
1777543149	XAUUSD	M15	4569.57						4572.46263	4567.67411	0
1777544049	XAUUSD	M15	4575.23						4578.19004	4572.93207	0
1777544949	XAUUSD	M15	4589.44						4584.11644	4578.52426	0
1777545849	XAUUSD	M15	4591.59						4589.81992	4584.17209	0
1777546749	XAUUSD	M15	4591.59						4595.20674	4589.68941	0
1777547649	XAUUSD	M15	4596.69						4600.26608	4594.97775	0
1777548549	XAUUSD	M15	4598.44						4604.88404	4599.93089	0
1777549449	XAUUSD	M15	4618.70						4609.06706	4604.49898	0
1777550349	XAUUSD	M15	4617.35						4612.40262	4608.45080	0
1777551249	XAUUSD	M15	4614.82						4615.14446	4611.79763	0
1777552149	XAUUSD	M15	4616.00						4617.64745	4614.72254	0
1777553049	XAUUSD	M15	4618.96						4620.15670	4617.43962	0
1777553949	XAUUSD	M15	4625.41						4622.79961	4620.11961	0
1777554849	XAUUSD	M15	4619.35						4625.50461	4622.81211	0
1777555749	XAUUSD	M15	4624.91						4628.41164	4625.61188	0
1777556649	XAUUSD	M15	4626.92						4631.24537	4628.42862	0
1777557549	XAUUSD	M15	4643.78						4633.76631	4631.09746	0
1777558449	XAUUSD	M15	4636.62				4647.10000		4635.36936	4633.23341	0
1777559349	XAUUSD	M15	4639.68						4636.19859	4634.71600	0
1777560249	XAUUSD	M15	4635.99						4636.25901	4635.48750	0
1777561149	XAUUSD	M15	4637.70						4635.83059	4635.65905	0
1777562049	XAUUSD	M15	4629.82						4635.09314	4635.37609	1
1777562949	XAUUSD	M15	4630.21						4634.44606	4634.91108	0
1777563849	XAUUSD	M15	4635.81						4633.96351	4634.43729	0
1777564749	XAUUSD	M15	4630.51						4633.44622	4633.94175	0
1777565649	XAUUSD	M15	4625.92						4632.89122	4633.41649	0
1777566549	XAUUSD	M15	4639.57						4632.22619	4632.82134	0
1777567449	XAUUSD	M15	4641.50						4630.92583	4631.87359	0
1777568349	XAUUSD	M15	4633.50						4628.89400	4630.38379	0
1777569249	XAUUSD	M15	4625.44						4626.45572	4628.41975	0
1777570149	XAUUSD	M15	4610.99						4624.03268	4626.22622	0
1777571049	XAUUSD	M15	4620.39						4622.20196	4624.21409	0
1777571949	XAUUSD	M15	4622.81						4620.80083	4622.50746	0
1777572849	XAUUSD	M15	4617.70						4619.72101	4621.11423	0
1777573749	XAUUSD	M15	4619.59						4618.95241	4620.03332	0
1777574649	XAUUSD	M15	4620.13						4618.22589	4619.12961	0
1777575549	XAUUSD	M15	4623.09						4617.30060	4618.21510	0
1777576449	XAUUSD	M15	4615.65						4615.96370	4617.08940	0
1777577349	XAUUSD	M15	4615.35						4614.41757	4615.75349	0
1777578249	XAUUSD	M15	4611.63						4612.82759	4614.29054	0
1777579149	XAUUSD	M15	4608.08						4611.54866	4612.91960	0
1777580049	XAUUSD	M15	4609.12						4610.95020	4611.93490	0
1777580949	XAUUSD	M15	4607.62					4605.56000	4611.21113	4611.57301	0
1777581849	XAUUSD	M15	4615.95						4612.43841	4612.00571	1
1777582749	XAUUSD	M15	4618.00						4614.31068	4613.15820	0
1777583649	XAUUSD	M15	4617.86						4616.52823	4614.84321	0
1777584549	XAUUSD	M15	4616.86						4618.76792	4616.80556	0
1777585449	XAUUSD	M15	4620.57						4620.71789	4618.76173	0
1777586349	XAUUSD	M15	4620.79						4622.01058	4620.38615	0
1777587249	XAUUSD	M15	4620.70						4622.49289	4621.43952	0
1777588149	XAUUSD	M15	4622.48						4622.17742	4621.80847	0
1777589049	XAUUSD	M15	4624.33						4621.18076	4621.49461	1
1777589949	XAUUSD	M15	4617.77						4619.75904	4620.62683	0
1777590849	XAUUSD	M15	4622.49						4618.46881	4619.54782	0
1777591749	XAUUSD	M15	4617.07						4617.57427	4618.56104	0
1777592649	XAUUSD	M15	4616.16						4617.53445	4618.04775	0
1777593549	XAUUSD	M15	4616.72						4618.53757	4618.29266	1
1777594449	XAUUSD	M15	4617.33						4620.53739	4619.41502	0
1777595349	XAUUSD	M15	4621.81						4623.30498	4621.36000	0
1777599849	XAUUSD	M15	4631.38						4626.37586	4623.86793	0
1777600749	XAUUSD	M15	4631.38						4629.09730	4626.48262	0
1777601649	XAUUSD	M15	4631.75						4631.11271	4628.79766	0
1777602549	XAUUSD	M15	4630.51						4632.15785	4630.47776	0
1777603449	XAUUSD	M15	4630.26						4632.15841	4631.31808	0
1777604349	XAUUSD	M15	4630.75						4631.16039	4631.23924	1
1777605249	XAUUSD	M15	4631.31						4629.31641	4630.27783	0
1777606149	XAUUSD	M15	4626.71						4626.88261	4628.58022	0
1777607049	XAUUSD	M15	4622.55						4624.31411	4626.44716	0
1777607949	XAUUSD	M15	4623.65						4622.05594	4624.25155	0
1777608849	XAUUSD	M15	4620.90						4620.34407	4622.29781	0
1777609749	XAUUSD	M15	4620.02						4619.40906	4620.85344	0
1777610649	XAUUSD	M15	4618.70						4619.30068	4620.07706	0
1777611549	XAUUSD	M15	4616.68						4619.94436	4620.01071	0
1777612449	XAUUSD	M15	4620.20						4621.18197	4620.59634	1
1777613349	XAUUSD	M15	4621.05						4622.65421	4621.62527	0
1777614249	XAUUSD	M15	4630.89						4624.07934	4622.85230	0
1777615149	XAUUSD	M15	4629.39				4635.83000		4625.00609	4623.92920	0
1777616049	XAUUSD	M15	4624.38						4625.39285	4624.66102	0
1777616949	XAUUSD	M15	4619.15						4625.38213	4625.02158	0
1777617849	XAUUSD	M15	4620.85						4625.15426	4625.08792	0
1777618749	XAUUSD	M15	4626.13						4624.68654	4624.88723	1
1777619649	XAUUSD	M15	4626.21						4623.82887	4624.35805	0
1777620549	XAUUSD	M15	4626.67						4622.55499	4623.45652	0
1777621449	XAUUSD	M15	4621.93						4620.83452	4622.14552	0
1777622349	XAUUSD	M15	4617.53						4618.79285	4620.46918	0
1777623249	XAUUSD	M15	4613.51						4616.56816	4618.51867	0
1777624149	XAUUSD	M15	4609.18						4614.28776	4616.40322	0
1777625049	XAUUSD	M15	4614.29						4612.05983	4614.23152	0
1777625949	XAUUSD	M15	4614.64						4609.72836	4611.97994	0
1777626849	XAUUSD	M15	4610.00						4607.25432	4609.61713	0
1777627749	XAUUSD	M15	4605.03						4604.72325	4607.17019	0
1777628649	XAUUSD	M15	4601.49						4602.20304	4604.68662	0
1777629549	XAUUSD	M15	4593.44						4599.66238	4602.17450	0
1777630449	XAUUSD	M15	4593.36						4597.13287	4599.65369	0
1777631349	XAUUSD	M15	4594.77						4594.40003	4597.02686	0
1777632249	XAUUSD	M15	4595.97						4591.25741	4594.14213	0
1777633149	XAUUSD	M15	4592.32						4587.60713	4590.87463	0
1777634049	XAUUSD	M15	4585.41						4583.59975	4587.23719	0
1777634949	XAUUSD	M15	4578.16						4579.55808	4583.39763	0
1777635849	XAUUSD	M15	4574.06						4575.83934	4579.61849	0
1777636749	XAUUSD	M15	4567.37						4572.67858	4576.14853	0
1777637649	XAUUSD	M15	4571.29						4570.29583	4573.22218	0
1777638549	XAUUSD	M15	4568.51						4568.54189	4570.88204	0
1777639449	XAUUSD	M15	4565.87						4567.38755	4569.13479	0
1777640349	XAUUSD	M15	4569.29						4566.77657	4567.95568	0
1777641249	XAUUSD	M15	4570.62						4566.50573	4567.23071	0
1777642149	XAUUSD	M15	4563.12					4560.44000	4566.47934	4566.85503	0
1777643049	XAUUSD	M15	4566.78						4566.89965	4566.87734	1
1777643949	XAUUSD	M15	4572.18						4567.69585	4567.28660	0
1777644849	XAUUSD	M15	4570.49						4568.74792	4568.01726	0
1777645749	XAUUSD	M15	4566.67						4570.12509	4569.07117	0
1777646649	XAUUSD	M15	4565.94						4571.93383	4570.50250	0
1777647549	XAUUSD	M15	4572.03						4574.18457	4572.34354	0
1777648449	XAUUSD	M15	4575.75						4576.71073	4574.52713	0
1777649349	XAUUSD	M15	4578.84						4579.46552	4576.99633	0
1777650249	XAUUSD	M15	4584.86						4582.50738	4579.75185	0
1777651149	XAUUSD	M15	4602.95						4585.91844	4582.83515	0
1777652049	XAUUSD	M15	4591.95						4589.54972	4586.19243	0
1777652949	XAUUSD	M15	4591.18						4594.05740	4590.12492	0
1777653849	XAUUSD	M15	4591.32						4599.74405	4594.93448	0
1777654749	XAUUSD	M15	4589.20						4606.67322	4600.80385	0
1777655649	XAUUSD	M15	4608.07						4614.69181	4607.74783	0
1777656549	XAUUSD	M15	4625.70						4622.84528	4615.29656	0
1777657449	XAUUSD	M15	4656.06						4630.12434	4622.71045	0
1777658349	XAUUSD	M15	4644.67				4660.32000		4635.31613	4629.01329	0
1777659249	XAUUSD	M15	4633.23						4638.62549	4633.81939	0
1777660149	XAUUSD	M15	4632.21						4640.55479	4637.18709	0
1777661049	XAUUSD	M15	4636.58						4641.49566	4639.34138	0
1777661949	XAUUSD	M15	4636.46						4641.73358	4640.53748	0
1777662849	XAUUSD	M15	4643.60						4641.60621	4641.07184	0
1777663749	XAUUSD	M15	4643.30						4641.13528	4641.10356	0
1777664649	XAUUSD	M15	4642.75						4640.41276	4640.75816	1
1777665549	XAUUSD	M15	4637.96						4639.43468	4640.09642	0
1777666449	XAUUSD	M15	4638.86						4638.24781	4639.17212	0
1777667349	XAUUSD	M15	4638.72						4636.73968	4637.95590	0
1777668249	XAUUSD	M15	4639.73						4634.85586	4636.40588	0
1777669149	XAUUSD	M15	4631.67						4632.57837	4634.49212	0
1777670049	XAUUSD	M15	4628.00						4630.19437	4632.34325	0
1777670949	XAUUSD	M15	4629.43						4627.89734	4630.12030	0
1777671849	XAUUSD	M15	4615.72						4625.72874	4627.92452	0
1777672749	XAUUSD	M15	4623.48						4624.05242	4625.98847	0
1777673649	XAUUSD	M15	4622.32						4622.56612	4624.27729	0
1777674549	XAUUSD	M15	4624.35						4621.14278	4622.71004	0
1777675449	XAUUSD	M15	4626.30						4619.59314	4621.15159	0
1777676349	XAUUSD	M15	4624.40						4617.82791	4619.48975	0
1777677249	XAUUSD	M15	4611.78						4615.98382	4617.73679	0
1777678149	XAUUSD	M15	4610.06						4614.59495	4616.16587	0
1777679049	XAUUSD	M15	4611.41						4613.92598	4615.04593	0
1777679949	XAUUSD	M15	4613.30						4614.09354	4614.56973	0
1777680849	XAUUSD	M15	4613.77						4615.05597	4614.81285	1
1777681749	XAUUSD	M15	4613.98						4616.63799	4615.72542	0
1777859049	XAUUSD	M15	4623.11						4618.51677	4617.12110	0
1777859949	XAUUSD	M15	4620.91						4620.04431	4618.58270	0
1777860849	XAUUSD	M15	4628.20						4620.90525	4619.74398	0
1777861749	XAUUSD	M15	4618.95						4620.67191	4620.20794	0
1777862649	XAUUSD	M15	4615.08						4619.55525	4619.88159	1
1777863549	XAUUSD	M15	4617.09						4617.77859	4618.83009	0
1777864449	XAUUSD	M15	4613.63						4615.49072	4617.16041	0
1777865349	XAUUSD	M15	4613.86						4613.00751	4615.08396	0
1777866249	XAUUSD	M15	4612.30						4610.52692	4612.80544	0
1777867149	XAUUSD	M15	4606.13						4608.23389	4610.51967	0
1777868049	XAUUSD	M15	4605.86						4606.36832	4608.44399	0
1777868949	XAUUSD	M15	4613.01						4604.93225	4606.68812	0
1777869849	XAUUSD	M15	4600.58						4603.68672	4605.18742	0
1777870749	XAUUSD	M15	4594.65						4602.90601	4604.04672	0
1777871649	XAUUSD	M15	4601.59						4602.70052	4603.37362	0
1777872549	XAUUSD	M15	4613.14						4602.83851	4603.10606	0
1777873449	XAUUSD	M15	4608.34						4603.01449	4603.06028	0
1777874349	XAUUSD	M15	4593.09						4603.41256	4603.23642	1
1777875249	XAUUSD	M15	4603.32						4604.48830	4603.86236	0
1777876149	XAUUSD	M15	4605.77						4605.95105	4604.90671	0
1777877049	XAUUSD	M15	4610.07						4607.58621	4606.24646	0
1777877949	XAUUSD	M15	4610.27						4609.05281	4607.64963	0
1777878849	XAUUSD	M15	4605.07						4610.09817	4608.87390	0
1777879749	XAUUSD	M15	4615.09						4610.65407	4609.76399	0
1777880649	XAUUSD	M15	4611.19						4610.34451	4610.05425	0
1777881549	XAUUSD	M15	4608.12						4609.29045	4609.67235	1
1777882449	XAUUSD	M15	4609.32						4607.68508	4608.67871	0
1777883349	XAUUSD	M15	4606.00						4605.65524	4607.16698	0
1777884249	XAUUSD	M15	4603.74						4603.44348	4605.30523	0
1777885149	XAUUSD	M15	4596.32						4601.21930	4603.26226	0
1777886049	XAUUSD	M15	4598.85						4599.20369	4601.23298	0
1777886949	XAUUSD	M15	4599.12						4597.26066	4599.24682	0
1777887849	XAUUSD	M15	4597.44						4595.26735	4597.25708	0
1777888749	XAUUSD	M15	4594.08						4593.15244	4595.20476	0
1777889649	XAUUSD	M15	4585.46						4590.94920	4593.07698	0
1777890549	XAUUSD	M15	4588.54						4588.88777	4590.98238	0
1777891449	XAUUSD	M15	4592.16						4586.92869	4588.95553	0
1777892349	XAUUSD	M15	4585.82						4585.05854	4587.00704	0
1777893249	XAUUSD	M15	4587.99						4583.54011	4585.27357	0
1777894149	XAUUSD	M15	4579.06						4582.36362	4583.81860	0
1777895049	XAUUSD	M15	4580.25						4581.69948	4582.75904	0
1777895949	XAUUSD	M15	4575.07						4581.29071	4582.02488	0
1777896849	XAUUSD	M15	4578.09						4580.91067	4581.46777	0
1777897749	XAUUSD	M15	4577.11						4580.05027	4580.75902	0
1777898649	XAUUSD	M15	4584.21						4578.33613	4579.54758	0
1777899549	XAUUSD	M15	4581.15						4575.35972	4577.45365	0
1777900449	XAUUSD	M15	4581.26						4571.27100	4574.36232	0
1777901349	XAUUSD	M15	4575.47						4566.43823	4570.40028	0
1777902249	XAUUSD	M15	4541.79						4561.60018	4566.00023	0
1777903149	XAUUSD	M15	4545.00					4526.40000	4558.23903	4562.11963	0
1777904049	XAUUSD	M15	4558.64						4556.64750	4559.38356	0
1777904949	XAUUSD	M15	4562.67						4556.51586	4557.94971	0
1777905849	XAUUSD	M15	4565.34						4557.50702	4557.72837	0
1777906749	XAUUSD	M15	4562.26						4559.13783	4558.43310	1
1777907649	XAUUSD	M15	4553.65						4561.00948	4559.72129	0
1777908549	XAUUSD	M15	4559.94						4562.92883	4561.32506	0
1777909449	XAUUSD	M15	4563.67						4564.44717	4562.88612	0
1777910349	XAUUSD	M15	4568.68						4565.38750	4564.13681	0
1777911249	XAUUSD	M15	4570.10						4565.75920	4564.94800	0
1777912149	XAUUSD	M15	4568.79						4565.81972	4565.38386	0
1777913049	XAUUSD	M15	4565.98						4565.92698	4565.65542	0
1777913949	XAUUSD	M15	4561.09						4566.35028	4566.00285	0
1777914849	XAUUSD	M15	4565.51						4567.15140	4566.57713	0
1777915749	XAUUSD	M15	4563.85						4567.84861	4567.21287	0
1777916649	XAUUSD	M15	4560.18						4567.88588	4567.54937	0
1777917549	XAUUSD	M15	4571.20						4566.66509	4567.10723	1
1777918449	XAUUSD	M15	4574.38				4583.16000		4563.29982	4565.20353	0
1777919349	XAUUSD	M15	4561.26						4557.43182	4561.31767	0
1777920249	XAUUSD	M15	4548.46						4549.58329	4555.45048	0
1777921149	XAUUSD	M15	4537.95						4540.67202	4548.06125	0
1777922049	XAUUSD	M15	4535.10						4531.79938	4539.93032	0
1777922949	XAUUSD	M15	4521.33						4523.89068	4531.91050	0
1777923849	XAUUSD	M15	4509.88					4500.86000	4517.99132	4524.95091	0
1777924749	XAUUSD	M15	4515.03						4514.71539	4519.83315	0
1777925649	XAUUSD	M15	4512.59						4513.79285	4516.81300	0
1777926549	XAUUSD	M15	4510.69						4514.76125	4515.78712	0
1777927449	XAUUSD	M15	4522.39						4516.91132	4516.34922	1
1777928349	XAUUSD	M15	4524.38						4519.12704	4517.73813	0
1777929249	XAUUSD	M15	4526.10						4520.70269	4519.22041	0
1777930149	XAUUSD	M15	4522.35						4521.23637	4520.22839	0
1777931049	XAUUSD	M15	4520.01						4520.77747	4520.50293	0
1777931949	XAUUSD	M15	4511.95						4519.60903	4520.05598	1
1777932849	XAUUSD	M15	4511.86						4518.32307	4519.18952	0
1777933749	XAUUSD	M15	4516.40						4517.30337	4518.24645	0
1777934649	XAUUSD	M15	4519.05						4516.70842	4517.47744	0
1777935549	XAUUSD	M15	4522.42						4516.59352	4517.03548	0
1777936449	XAUUSD	M15	4521.16						4516.84570	4516.94059	0
1777937349	XAUUSD	M15	4517.46						4517.37937	4517.15998	1
1777938249	XAUUSD	M15	4514.74						4518.12447	4517.64223	0
1777939149	XAUUSD	M15	4515.21						4518.97485	4518.30854	0
1777940049	XAUUSD	M15	4518.75						4519.76091	4519.03472	0
1777940949	XAUUSD	M15	4523.84						4520.27812	4519.65642	0
1777945449	XAUUSD	M15	4521.10						4520.35802	4520.00722	0
1777946349	XAUUSD	M15	4519.66						4520.12314	4520.06518	0
1777947249	XAUUSD	M15	4519.02						4519.72794	4519.89656	1
1777948149	XAUUSD	M15	4517.52						4519.33286	4519.61471	0
1777949049	XAUUSD	M15	4520.44						4519.11901	4519.36686	0
1777949949	XAUUSD	M15	4521.13						4519.14062	4519.25374	0
1777950849	XAUUSD	M15	4518.52						4519.50789	4519.38082	1
1777951749	XAUUSD	M15	4519.04						4520.40501	4519.89291	0
1777952649	XAUUSD	M15	4527.77						4521.91217	4520.90254	0
1777953549	XAUUSD	M15	4517.12						4523.85906	4522.38080	0
1777954449	XAUUSD	M15	4523.87						4526.54456	4524.46268	0
1777955349	XAUUSD	M15	4530.12						4529.71918	4527.09093	0
1777956249	XAUUSD	M15	4538.86						4533.05505	4530.07299	0
1777957149	XAUUSD	M15	4537.80						4536.12335	4533.09817	0
1777958049	XAUUSD	M15	4536.92						4538.75429	4535.92623	0
1777958949	XAUUSD	M15	4541.02						4540.80353	4538.36488	0
1777959849	XAUUSD	M15	4538.55						4542.05213	4540.20850	0
1777960749	XAUUSD	M15	4541.49						4542.52045	4541.36448	0
1777961649	XAUUSD	M15	4544.58						4542.16017	4541.76233	0
1777962549	XAUUSD	M15	4539.17						4540.99945	4541.38089	1
1777963449	XAUUSD	M15	4542.12						4539.36557	4540.37323	0
1777964349	XAUUSD	M15	4538.07						4537.41537	4538.89430	0
1777965249	XAUUSD	M15	4535.98						4535.51598	4537.20514	0
1777966149	XAUUSD	M15	4534.67						4533.97357	4535.58936	0
1777967049	XAUUSD	M15	4532.97						4533.03346	4534.31141	0
1777967949	XAUUSD	M15	4529.71						4532.88078	4533.59609	0
1777968849	XAUUSD	M15	4531.71						4533.64540	4533.62075	1
1777969749	XAUUSD	M15	4533.58						4535.19934	4534.41004	0
1777970649	XAUUSD	M15	4540.20						4537.30937	4535.85971	0
1777971549	XAUUSD	M15	4540.11						4539.56814	4537.71392	0
1777972449	XAUUSD	M15	4545.86						4541.75093	4539.73243	0
1777973349	XAUUSD	M15	4545.73						4543.53483	4541.63363	0
1777974249	XAUUSD	M15	4543.66						4544.84932	4543.24148	0
1777975149	XAUUSD	M15	4536.86						4545.78227	4544.51187	0
1777976049	XAUUSD	M15	4546.17						4546.61817	4545.56502	0
1777976949	XAUUSD	M15	4548.12						4547.25394	4546.40948	0
1777977849	XAUUSD	M15	4554.04						4547.79830	4547.10389	0
1777978749	XAUUSD	M15	4548.94						4548.27298	4547.68843	0
1777979649	XAUUSD	M15	4551.29						4548.97350	4548.33097	0
1777980549	XAUUSD	M15	4545.57						4549.93442	4549.13269	0
1777981449	XAUUSD	M15	4551.12						4551.29995	4550.21632	0
1777982349	XAUUSD	M15	4551.48						4552.78854	4551.50243	0
1777983249	XAUUSD	M15	4550.32						4554.16667	4552.83455	0
1777984149	XAUUSD	M15	4558.34						4555.20883	4554.02169	0
1777985049	XAUUSD	M15	4557.61						4555.49599	4554.75884	0
1777985949	XAUUSD	M15	4552.30						4554.96460	4554.86172	0
1777986849	XAUUSD	M15	4555.50						4553.83258	4554.34715	1
1777987749	XAUUSD	M15	4556.21						4552.25530	4553.30122	0
1777988649	XAUUSD	M15	4553.01						4550.57603	4551.93863	0
1777989549	XAUUSD	M15	4547.92						4549.30360	4550.62111	0
1777990449	XAUUSD	M15	4545.13						4548.96201	4549.79156	0
1777991349	XAUUSD	M15	4543.73						4549.86711	4549.82934	1
1777992249	XAUUSD	M15	4552.62					4540.00000	4552.08927	4550.95930	0
1777993149	XAUUSD	M15	4556.17						4555.21438	4553.08684	0
1777994049	XAUUSD	M15	4563.32						4558.82759	4555.95721	0
1777994949	XAUUSD	M15	4562.60						4562.38921	4559.17321	0
1777995849	XAUUSD	M15	4565.00						4565.63504	4562.40413	0
1777996749	XAUUSD	M15	4573.81						4568.35114	4565.37763	0
