Non_A_timestamp	Non_A_symbol	Non_A_timeframe	Non_A_close	Non_A_Base_FL	Non_A_UOEDT	Non_A_LOEDT	Non_A_horiz_high_map	Non_A_horiz_low_map	Non_A_ssa	Non_A_ema_ssa	Non_A_crossing
1780042837	XAUUSD	M5	4509.76						4509.61249	4508.79990	0
1780043137	XAUUSD	M5	4510.60						4510.23244	4509.51617	0
1780043437	XAUUSD	M5	4509.31						4510.77347	4510.14482	0
1780043737	XAUUSD	M5	4509.36						4511.24458	4510.69470	0
1780044037	XAUUSD	M5	4514.16						4511.58723	4511.14097	0
1780044337	XAUUSD	M5	4509.71						4511.61331	4511.37714	0
1780044637	XAUUSD	M5	4510.09						4511.35434	4511.36574	1
1780044937	XAUUSD	M5	4511.97						4510.79245	4511.07909	0
1780045237	XAUUSD	M5	4511.84						4509.95740	4510.51825	0
1780045537	XAUUSD	M5	4509.89						4509.00967	4509.76396	0
1780045837	XAUUSD	M5	4510.15						4508.21116	4508.98756	0
1780046137	XAUUSD	M5	4508.44						4507.77104	4508.37930	0
1780046437	XAUUSD	M5	4503.72						4507.88695	4508.13312	0
1780046737	XAUUSD	M5	4506.80						4508.71034	4508.42173	1
1780047037	XAUUSD	M5	4505.97						4510.07468	4509.24821	0
1780047337	XAUUSD	M5	4514.98						4511.78399	4510.51610	0
1780047637	XAUUSD	M5	4514.93						4513.37173	4511.94391	0
1780047937	XAUUSD	M5	4519.16						4514.62284	4513.28338	0
1780048237	XAUUSD	M5	4514.48						4515.34769	4514.31554	0
1780048537	XAUUSD	M5	4515.75						4515.70185	4515.00869	0
1780048837	XAUUSD	M5	4511.42						4515.82287	4515.41578	0
1780049137	XAUUSD	M5	4518.71						4516.02766	4515.72172	0
1780049437	XAUUSD	M5	4516.61						4516.34141	4516.03157	0
1780049737	XAUUSD	M5	4517.76						4516.90893	4516.47025	0
1780050037	XAUUSD	M5	4515.02						4517.67715	4517.07370	0
1780050337	XAUUSD	M5	4516.65						4518.56158	4517.81764	0
1780050637	XAUUSD	M5	4517.66						4519.31177	4518.56471	0
1780050937	XAUUSD	M5	4522.00						4519.70422	4519.13446	0
1780051237	XAUUSD	M5	4523.69						4519.53775	4519.33610	0
1780051537	XAUUSD	M5	4519.41						4518.82037	4519.07824	1
1780051837	XAUUSD	M5	4519.17						4517.85319	4518.46571	0
1780052137	XAUUSD	M5	4516.34						4516.94170	4517.70371	0
1780052437	XAUUSD	M5	4515.66						4516.45035	4517.07703	0
1780052737	XAUUSD	M5	4511.87						4516.60642	4516.84172	0
1780053037	XAUUSD	M5	4514.03						4517.55008	4517.19590	1
1780053337	XAUUSD	M5	4520.74						4519.09164	4518.14377	0
1780053637	XAUUSD	M5	4522.55						4520.79612	4519.46995	0
1780053937	XAUUSD	M5	4525.35						4522.26200	4520.86598	0
1780054237	XAUUSD	M5	4524.22						4523.09797	4521.98197	0
1780054537	XAUUSD	M5	4523.23						4523.12734	4522.55466	0
1780054837	XAUUSD	M5	4524.76						4522.33495	4522.44480	1
1780055137	XAUUSD	M5	4519.18						4520.80963	4521.62722	0
1780055437	XAUUSD	M5	4515.98						4518.91656	4520.27189	0
1780055737	XAUUSD	M5	4515.16						4517.01981	4518.64585	0
1780056037	XAUUSD	M5	4513.11						4515.39619	4517.02102	0
1780056337	XAUUSD	M5	4515.34						4514.26177	4515.64140	0
1780056637	XAUUSD	M5	4517.09						4513.62070	4514.63105	0
1780056937	XAUUSD	M5	4514.92						4513.40780	4514.01942	0
1780057237	XAUUSD	M5	4515.06						4513.59974	4513.80958	0
1780057537	XAUUSD	M5	4515.06						4514.12329	4513.96643	1
1780057837	XAUUSD	M5	4511.28						4514.92456	4514.44550	0
1780058137	XAUUSD	M5	4513.87					4510.03000	4516.07656	4515.26103	0
1780058437	XAUUSD	M5	4514.88						4517.52912	4516.39508	0
1780058737	XAUUSD	M5	4518.89						4519.29287	4517.84397	0
1780059037	XAUUSD	M5	4523.86						4521.29707	4519.57052	0
1780059337	XAUUSD	M5	4528.97						4523.42117	4521.49585	0
1780059637	XAUUSD	M5	4527.92						4525.49938	4523.49761	0
1780059937	XAUUSD	M5	4522.69						4527.47400	4525.48581	0
1780060237	XAUUSD	M5	4528.85						4529.33682	4527.41131	0
1780060537	XAUUSD	M5	4528.60						4530.80414	4529.10772	0
1780060837	XAUUSD	M5	4528.82						4531.76733	4530.43753	0
1780061137	XAUUSD	M5	4532.38						4532.14585	4531.29169	0
1780061437	XAUUSD	M5	4537.20						4531.87196	4531.58182	0
1780061737	XAUUSD	M5	4532.70						4530.95586	4531.26884	1
1780062037	XAUUSD	M5	4531.09						4529.73859	4530.50372	0
1780062337	XAUUSD	M5	4526.02						4528.55839	4529.53106	0
1780062637	XAUUSD	M5	4526.45						4527.83699	4528.68402	0
1780062937	XAUUSD	M5	4528.54						4527.81057	4528.24730	0
1780063237	XAUUSD	M5	4526.76						4528.56247	4528.40488	1
1780063537	XAUUSD	M5	4527.61						4530.11437	4529.25963	0
1780063837	XAUUSD	M5	4530.50						4532.27424	4530.76693	0
1780064137	XAUUSD	M5	4538.80						4534.68001	4532.72347	0
1780064437	XAUUSD	M5	4541.41				4543.31000		4536.80481	4534.76414	0
1780064737	XAUUSD	M5	4537.92						4538.27971	4536.52193	0
1780065037	XAUUSD	M5	4537.13						4538.97240	4537.74716	0
1780065337	XAUUSD	M5	4536.97						4538.81360	4538.28038	0
1780065637	XAUUSD	M5	4538.58						4537.84255	4538.06147	1
1780065937	XAUUSD	M5	4535.93						4536.18116	4537.12132	0
1780066237	XAUUSD	M5	4532.53						4534.14586	4535.63359	0
1780066537	XAUUSD	M5	4532.46						4532.09993	4533.86676	0
1780066837	XAUUSD	M5	4531.67						4530.32494	4532.09585	0
1780067137	XAUUSD	M5	4531.26						4529.06210	4530.57897	0
1780067437	XAUUSD	M5	4528.10						4528.44826	4529.51362	0
1780067737	XAUUSD	M5	4527.14						4528.57743	4529.04552	0
1780068037	XAUUSD	M5	4528.41						4529.35905	4529.20229	1
1780068337	XAUUSD	M5	4531.07						4530.54973	4529.87601	0
1780068637	XAUUSD	M5	4529.28						4531.80892	4530.84246	0
1780068937	XAUUSD	M5	4533.80						4532.86577	4531.85412	0
1780069237	XAUUSD	M5	4538.36						4533.32392	4532.58902	0
1780069537	XAUUSD	M5	4529.43						4532.84387	4532.71645	0
1780069837	XAUUSD	M5	4530.22						4531.51136	4532.11390	1
1780070137	XAUUSD	M5	4528.39						4529.35118	4530.73254	0
1780070437	XAUUSD	M5	4529.83						4526.58063	4528.65659	0
1780070737	XAUUSD	M5	4523.53						4523.48034	4526.06846	0
1780071037	XAUUSD	M5	4522.39						4520.57220	4523.32033	0
1780071337	XAUUSD	M5	4517.10						4518.25835	4520.78934	0
1780071637	XAUUSD	M5	4517.27						4516.93009	4518.85971	0
1780071937	XAUUSD	M5	4514.13					4512.71000	4516.68479	4517.77225	0
1780072237	XAUUSD	M5	4515.41						4517.49912	4517.63568	0
1780072537	XAUUSD	M5	4518.58						4519.07673	4518.35621	1
1780072837	XAUUSD	M5	4523.03						4520.96895	4519.66258	0
1780073137	XAUUSD	M5	4524.27						4522.69698	4521.17978	0
1780073437	XAUUSD	M5	4525.73						4523.95601	4522.56790	0
1780073737	XAUUSD	M5	4522.89						4524.64534	4523.60662	0
1780074037	XAUUSD	M5	4522.68						4524.99010	4524.29836	0
1780074337	XAUUSD	M5	4526.25						4525.33102	4524.81469	0
1780074637	XAUUSD	M5	4528.06						4526.00697	4525.41083	0
1780074937	XAUUSD	M5	4525.27						4527.36675	4526.38879	0
1780075237	XAUUSD	M5	4531.73						4529.71692	4528.05285	0
1780075537	XAUUSD	M5	4533.05						4532.90606	4530.47946	0
1780075837	XAUUSD	M5	4535.99						4536.61017	4533.54481	0
1780076137	XAUUSD	M5	4538.56						4540.23724	4536.89103	0
1780076437	XAUUSD	M5	4536.80						4543.09707	4539.99405	0
1780076737	XAUUSD	M5	4548.02						4544.65606	4542.32505	0
1780077037	XAUUSD	M5	4551.21						4544.31994	4543.32250	0
1780077337	XAUUSD	M5	4543.88						4542.07050	4542.69650	1
1780077637	XAUUSD	M5	4537.72						4538.58612	4540.64131	0
1780077937	XAUUSD	M5	4531.31						4534.90446	4537.77288	0
1780078237	XAUUSD	M5	4529.84						4532.24643	4535.00966	0
1780078537	XAUUSD	M5	4536.21						4531.66639	4533.33802	0
1780078837	XAUUSD	M5	4531.89						4533.77311	4533.55557	1
1780079137	XAUUSD	M5	4540.30						4538.94205	4536.24881	0
1780079437	XAUUSD	M5	4539.79						4546.73654	4541.49267	0
1780079737	XAUUSD	M5	4557.00						4556.42168	4548.95718	0
1780080037	XAUUSD	M5	4564.28						4566.54199	4557.74959	0
1780080337	XAUUSD	M5	4578.41						4575.77685	4566.76322	0
1780080637	XAUUSD	M5	4588.06						4582.83095	4574.79708	0
1780080937	XAUUSD	M5	4590.10				4595.19000		4586.89842	4580.84775	0
1780081237	XAUUSD	M5	4588.60						4587.85213	4584.34994	0
1780081537	XAUUSD	M5	4585.01						4586.11423	4585.23209	0
1780081837	XAUUSD	M5	4578.66						4582.50284	4583.86746	1
1780082137	XAUUSD	M5	4578.28						4578.04370	4580.95558	0
1780082437	XAUUSD	M5	4573.01						4573.57315	4577.26437	0
1780082737	XAUUSD	M5	4566.64						4569.82701	4573.54569	0
1780083037	XAUUSD	M5	4564.98						4567.26711	4570.40640	0
1780083337	XAUUSD	M5	4568.99						4565.93402	4568.17021	0
1780083637	XAUUSD	M5	4571.07						4565.49908	4566.83465	0
1780083937	XAUUSD	M5	4567.98						4565.56612	4566.20038	0
1780084237	XAUUSD	M5	4564.30						4565.86772	4566.03405	0
1780084537	XAUUSD	M5	4563.71						4566.22947	4566.13176	1
1780084837	XAUUSD	M5	4565.39						4566.52684	4566.32930	0
1780085137	XAUUSD	M5	4564.25						4566.68990	4566.50960	0
1780085437	XAUUSD	M5	4563.06						4566.77756	4566.64358	0
1780085737	XAUUSD	M5	4569.01						4566.88068	4566.76213	0
1780086037	XAUUSD	M5	4572.02						4566.90732	4566.83473	0
1780086337	XAUUSD	M5	4569.56						4566.82174	4566.82823	1
1780086637	XAUUSD	M5	4564.81						4566.70868	4566.76846	0
1780086937	XAUUSD	M5	4565.36						4566.67636	4566.72241	0
1780087237	XAUUSD	M5	4566.86						4566.67657	4566.69949	0
1780087537	XAUUSD	M5	4564.42						4566.59780	4566.64865	0
1780087837	XAUUSD	M5	4567.35						4566.38784	4566.51824	0
1780088137	XAUUSD	M5	4564.43						4565.87676	4566.19750	0
1780088437	XAUUSD	M5	4565.60						4565.02984	4565.61367	0
1780088737	XAUUSD	M5	4565.55						4563.77269	4564.69318	0
1780089037	XAUUSD	M5	4561.95						4562.10830	4563.40074	0
1780089337	XAUUSD	M5	4561.36						4560.20854	4561.80464	0
1780089637	XAUUSD	M5	4558.72						4558.24715	4560.02589	0
1780089937	XAUUSD	M5	4554.11						4556.49328	4558.25959	0
1780090237	XAUUSD	M5	4555.94						4555.26295	4556.76127	0
1780090537	XAUUSD	M5	4553.51						4554.67580	4555.71853	0
1780090837	XAUUSD	M5	4553.44						4554.83811	4555.27832	0
1780091137	XAUUSD	M5	4557.28						4555.67157	4555.47494	1
1780091437	XAUUSD	M5	4557.93						4556.87634	4556.17564	0
1780091737	XAUUSD	M5	4558.14						4558.15161	4557.16362	0
1780092037	XAUUSD	M5	4558.65						4559.19713	4558.18037	0
1780092337	XAUUSD	M5	4558.59						4559.76500	4558.97269	0
1780092637	XAUUSD	M5	4559.28						4559.73434	4559.35351	0
1780092937	XAUUSD	M5	4560.86						4559.11475	4559.23413	1
1780093237	XAUUSD	M5	4560.13						4558.05814	4558.64614	0
1780093537	XAUUSD	M5	4557.96						4556.83412	4557.74013	0
1780093837	XAUUSD	M5	4553.06						4555.75294	4556.74654	0
1780094137	XAUUSD	M5	4554.26						4555.12902	4555.93778	0
1780094437	XAUUSD	M5	4553.10						4555.02674	4555.48226	0
1780094737	XAUUSD	M5	4554.50						4555.41742	4555.44984	0
1780095037	XAUUSD	M5	4558.42						4556.08010	4555.76497	1
1780095337	XAUUSD	M5	4558.26						4556.67389	4556.21943	0
1780095637	XAUUSD	M5	4557.74						4556.94362	4556.58153	0
1780095937	XAUUSD	M5	4556.42						4556.70087	4556.64120	0
1780096237	XAUUSD	M5	4555.30						4555.87308	4556.25714	1
1780096537	XAUUSD	M5	4553.57						4554.49193	4555.37453	0
1780096837	XAUUSD	M5	4552.54						4552.70569	4554.04011	0
1780097137	XAUUSD	M5	4551.53						4550.71891	4552.37951	0
1780097437	XAUUSD	M5	4548.69						4548.77496	4550.57723	0
1780097737	XAUUSD	M5	4546.51						4547.13814	4548.85769	0
1780098037	XAUUSD	M5	4545.67						4545.99478	4547.42624	0
1780098337	XAUUSD	M5	4544.51						4545.40490	4546.41557	0
1780098637	XAUUSD	M5	4545.84						4545.33083	4545.87320	0
1780098937	XAUUSD	M5	4548.83						4545.57409	4545.72365	0
1780099237	XAUUSD	M5	4545.92						4545.83486	4545.77925	1
1780099537	XAUUSD	M5	4545.13						4545.92362	4545.85144	0
1780099837	XAUUSD	M5	4542.78						4545.63156	4545.74150	1
1780100137	XAUUSD	M5	4543.36						4544.85740	4545.29945	0
1780100437	XAUUSD	M5	4543.01						4543.51482	4544.40713	0
1780100737	XAUUSD	M5	4543.77						4541.65649	4543.03181	0
1780101037	XAUUSD	M5	4541.99						4539.40637	4541.21909	0
1780101337	XAUUSD	M5	4539.90						4537.01657	4539.11783	0
1780101637	XAUUSD	M5	4540.62						4534.76708	4536.94246	0
1780278337	XAUUSD	M5	4520.88					4518.31000	4532.84935	4534.89590	0
1780278637	XAUUSD	M5	4526.05						4531.83878	4533.36734	0
1780278937	XAUUSD	M5	4534.73						4531.62144	4532.49439	0
1780279237	XAUUSD	M5	4536.50						4531.88877	4532.19158	0
1780279537	XAUUSD	M5	4533.28						4532.43056	4532.31107	1
1780279837	XAUUSD	M5	4533.17						4533.15626	4532.73366	0
1780280137	XAUUSD	M5	4535.66						4533.94751	4533.34059	0
1780280437	XAUUSD	M5	4531.95						4534.69628	4534.01843	0
1780280737	XAUUSD	M5	4535.54						4535.49520	4534.75681	0
1780281037	XAUUSD	M5	4538.24						4536.30575	4535.53128	0
1780281337	XAUUSD	M5	4534.93						4537.12892	4536.33010	0
1780281637	XAUUSD	M5	4535.26						4538.07940	4537.20475	0
1780281937	XAUUSD	M5	4539.79						4539.15004	4538.17739	0
1780282237	XAUUSD	M5	4541.57						4540.18468	4539.18104	0
1780282537	XAUUSD	M5	4542.59						4541.07285	4540.12694	0
1780282837	XAUUSD	M5	4542.13						4541.72735	4540.92715	0
1780283137	XAUUSD	M5	4542.06						4542.13654	4541.53184	0
1780283437	XAUUSD	M5	4544.97						4542.31667	4541.92426	0
1780283737	XAUUSD	M5	4539.25						4542.25745	4542.09085	0
1780284037	XAUUSD	M5	4540.68						4542.15820	4542.12453	0
1780284337	XAUUSD	M5	4541.86						4542.04383	4542.08418	1
1780284637	XAUUSD	M5	4541.03						4541.91945	4542.00182	0
1780284937	XAUUSD	M5	4544.28						4541.81589	4541.90885	0
1780285237	XAUUSD	M5	4539.57						4541.64957	4541.77921	0
1780285537	XAUUSD	M5	4544.93				4546.08000		4541.50881	4541.64401	0
1780285837	XAUUSD	M5	4540.84						4541.25772	4541.45086	0
1780286137	XAUUSD	M5	4540.86						4540.98228	4541.21657	0
1780286437	XAUUSD	M5	4538.46						4540.69094	4540.95375	0
1780286737	XAUUSD	M5	4540.85						4540.43890	4540.69633	0
1780287037	XAUUSD	M5	4543.27						4540.15725	4540.42679	0
1780287337	XAUUSD	M5	4538.13						4539.75910	4540.09294	0
1780287637	XAUUSD	M5	4536.93						4539.32924	4539.71109	0
1780287937	XAUUSD	M5	4536.06						4538.83709	4539.27409	0
1780288237	XAUUSD	M5	4541.43						4538.23309	4538.75359	0
1780288537	XAUUSD	M5	4538.93						4537.35928	4538.05644	0
1780288837	XAUUSD	M5	4540.50						4536.28586	4537.17115	0
1780289137	XAUUSD	M5	4534.25						4535.03275	4536.10195	0
1780289437	XAUUSD	M5	4529.00						4533.81917	4534.96056	0
1780289737	XAUUSD	M5	4533.89						4532.84094	4533.90075	0
1780290037	XAUUSD	M5	4530.35						4532.01474	4532.95774	0
1780290337	XAUUSD	M5	4532.17						4531.39097	4532.17436	0
1780290637	XAUUSD	M5	4528.77						4530.87210	4531.52323	0
1780290937	XAUUSD	M5	4532.78						4530.45988	4530.99155	0
1780291237	XAUUSD	M5	4529.83						4530.00590	4530.49873	0
1780291537	XAUUSD	M5	4533.21						4529.56669	4530.03271	0
1780291837	XAUUSD	M5	4528.67						4529.10615	4529.56943	0
1780292137	XAUUSD	M5	4530.06						4528.79923	4529.18433	0
1780292437	XAUUSD	M5	4525.57						4528.68689	4528.93561	0
1780292737	XAUUSD	M5	4525.13						4528.89455	4528.91508	0
1780293037	XAUUSD	M5	4528.54						4529.38291	4529.14899	1
1780293337	XAUUSD	M5	4532.26						4529.93098	4529.53999	0
1780293637	XAUUSD	M5	4532.01						4530.26419	4529.90209	0
1780293937	XAUUSD	M5	4531.49						4530.20972	4530.05591	0
1780294237	XAUUSD	M5	4530.32						4529.65031	4529.85311	1
1780294537	XAUUSD	M5	4527.43						4528.58665	4529.21988	0
1780294837	XAUUSD	M5	4528.33						4527.15049	4528.18518	0
1780295137	XAUUSD	M5	4522.91						4525.48056	4526.83287	0
1780295437	XAUUSD	M5	4523.58						4523.88846	4525.36067	0
1780295737	XAUUSD	M5	4522.54						4522.52787	4523.94427	0
1780296037	XAUUSD	M5	4521.52						4521.51309	4522.72868	0
1780296337	XAUUSD	M5	4524.63						4520.86057	4521.79463	0
1780296637	XAUUSD	M5	4517.60						4520.40875	4521.10169	0
1780296937	XAUUSD	M5	4518.89						4520.13801	4520.61985	0
1780297237	XAUUSD	M5	4519.41						4519.82158	4520.22071	0
1780297537	XAUUSD	M5	4518.60						4519.27355	4519.74713	0
1780297837	XAUUSD	M5	4520.46						4518.43519	4519.09116	0
1780298137	XAUUSD	M5	4521.55						4517.30178	4518.19647	0
1780298437	XAUUSD	M5	4515.66						4515.99558	4517.09603	0
1780298737	XAUUSD	M5	4510.71						4514.84926	4515.97265	0
1780299037	XAUUSD	M5	4512.70						4514.15231	4515.06248	0
1780299337	XAUUSD	M5	4513.24						4513.96086	4514.51167	0
1780299637	XAUUSD	M5	4516.43						4514.24339	4514.37753	0
1780299937	XAUUSD	M5	4516.42						4514.79462	4514.58608	1
1780300237	XAUUSD	M5	4514.18						4515.41944	4515.00276	0
1780300537	XAUUSD	M5	4514.73						4515.97158	4515.48717	0
1780300837	XAUUSD	M5	4516.90						4516.27081	4515.87899	0
1780301137	XAUUSD	M5	4517.65						4516.18810	4516.03355	0
1780301437	XAUUSD	M5	4515.90						4515.72768	4515.88061	1
1780301737	XAUUSD	M5	4514.31						4515.05424	4515.46743	0
1780302037	XAUUSD	M5	4515.29						4514.37543	4514.92143	0
1780302337	XAUUSD	M5	4514.47						4513.85443	4514.38793	0
1780302637	XAUUSD	M5	4510.51					4508.68000	4513.65745	4514.02269	0
1780302937	XAUUSD	M5	4514.25						4513.95355	4513.98812	0
1780303237	XAUUSD	M5	4514.46						4514.65347	4514.32080	1
1780303537	XAUUSD	M5	4516.03						4515.67231	4514.99655	0
1780303837	XAUUSD	M5	4516.46						4516.84907	4515.92281	0
1780304137	XAUUSD	M5	4518.21						4518.03713	4516.97997	0
1780304437	XAUUSD	M5	4521.40						4519.09314	4518.03656	0
1780304737	XAUUSD	M5	4522.57						4519.87984	4518.95820	0
1780305037	XAUUSD	M5	4520.48						4520.35651	4519.65735	0
1780305337	XAUUSD	M5	4513.88						4520.58955	4520.12345	0
1780305637	XAUUSD	M5	4520.19						4520.76515	4520.44430	0
1780305937	XAUUSD	M5	4519.87						4520.75958	4520.60194	0
1780306237	XAUUSD	M5	4524.26				4525.25000		4520.55116	4520.57655	1
1780306537	XAUUSD	M5	4523.53						4519.99592	4520.28623	0
1780306837	XAUUSD	M5	4518.23						4519.06601	4519.67612	0
1780307137	XAUUSD	M5	4516.28						4517.84234	4518.75923	0
1780307437	XAUUSD	M5	4517.11						4516.35425	4517.55674	0
1780307737	XAUUSD	M5	4514.11						4514.60191	4516.07932	0
1780308037	XAUUSD	M5	4511.10						4512.69488	4514.38710	0
1780308337	XAUUSD	M5	4506.18						4510.77028	4512.57869	0
1780308637	XAUUSD	M5	4513.93						4509.02968	4510.80419	0
1780308937	XAUUSD	M5	4510.69						4507.38636	4509.09527	0
1780309237	XAUUSD	M5	4504.67						4505.99995	4507.54761	0
1780309537	XAUUSD	M5	4504.63						4505.07727	4506.31244	0
1780309837	XAUUSD	M5	4504.57						4504.63814	4505.47529	0
1780310137	XAUUSD	M5	4503.61						4504.63109	4505.05319	0
1780310437	XAUUSD	M5	4501.73						4504.97528	4505.01424	0
1780310737	XAUUSD	M5	4507.76						4505.55751	4505.28587	1
1780311037	XAUUSD	M5	4506.26						4506.05893	4505.67240	0
1780311337	XAUUSD	M5	4507.28						4506.32265	4505.99753	0
1780311637	XAUUSD	M5	4506.80						4506.18820	4506.09286	0
1780311937	XAUUSD	M5	4505.18						4505.60052	4505.84669	1
1780312237	XAUUSD	M5	4503.96						4504.59106	4505.21888	0
1780312537	XAUUSD	M5	4504.72						4503.25635	4504.23761	0
1780312837	XAUUSD	M5	4503.53						4501.68926	4502.96343	0
1780313137	XAUUSD	M5	4498.19						4500.04741	4501.50542	0
1780313437	XAUUSD	M5	4494.58						4498.56961	4500.03752	0
1780313737	XAUUSD	M5	4495.46						4497.41151	4498.72451	0
1780314037	XAUUSD	M5	4503.08						4496.56616	4497.64534	0
1780314337	XAUUSD	M5	4495.80						4495.83479	4496.74006	0
1780314637	XAUUSD	M5	4493.96						4495.33898	4496.03952	0
1780314937	XAUUSD	M5	4495.74						4495.07327	4495.55640	0
1780315237	XAUUSD	M5	4494.96						4494.96913	4495.26277	0
1780315537	XAUUSD	M5	4492.84						4495.03538	4495.14907	0
1780315837	XAUUSD	M5	4496.04						4495.34328	4495.24618	1
1780316137	XAUUSD	M5	4495.84						4495.85475	4495.55046	0
1780316437	XAUUSD	M5	4494.74						4496.58646	4496.06846	0
1780316737	XAUUSD	M5	4500.03						4497.52511	4496.79679	0
1780317037	XAUUSD	M5	4501.32						4498.47786	4497.63733	0
1780317337	XAUUSD	M5	4497.19						4499.30854	4498.47293	0
1780317637	XAUUSD	M5	4498.02						4500.00456	4499.23875	0
1780317937	XAUUSD	M5	4500.50						4500.44206	4499.84040	0
1780318237	XAUUSD	M5	4499.49						4500.51224	4500.17632	0
1780318537	XAUUSD	M5	4499.51						4500.23392	4500.20512	0
1780318837	XAUUSD	M5	4505.66						4499.65754	4499.93133	1
1780319137	XAUUSD	M5	4499.68						4498.74227	4499.33680	0
1780319437	XAUUSD	M5	4496.39						4497.76022	4498.54851	0
1780319737	XAUUSD	M5	4490.65					4489.39000	4496.92670	4497.73760	0
1780320037	XAUUSD	M5	4497.93						4496.46423	4497.10091	0
1780320337	XAUUSD	M5	4498.33						4496.25565	4496.67828	0
1780320637	XAUUSD	M5	4495.45						4496.30139	4496.48984	0
1780320937	XAUUSD	M5	4497.96						4496.64916	4496.56950	1
1780321237	XAUUSD	M5	4496.01						4497.21541	4496.89245	0
1780321537	XAUUSD	M5	4498.16						4498.00757	4497.45001	0
1780321837	XAUUSD	M5	4500.16						4498.94799	4498.19900	0
1780322137	XAUUSD	M5	4501.59						4499.95983	4499.07941	0
1780322437	XAUUSD	M5	4499.96						4500.98232	4500.03087	0
1780322737	XAUUSD	M5	4500.45						4502.02432	4501.02759	0
1780323037	XAUUSD	M5	4500.91						4503.03360	4502.03060	0
1780323337	XAUUSD	M5	4504.91						4503.94802	4502.98931	0
1780323637	XAUUSD	M5	4503.77						4504.64488	4503.81709	0
1780323937	XAUUSD	M5	4505.87						4505.13597	4504.47653	0
1780324237	XAUUSD	M5	4509.50						4505.40808	4504.94231	0
1780324537	XAUUSD	M5	4507.30						4505.44307	4505.19269	0
1780324837	XAUUSD	M5	4503.99						4505.40225	4505.29747	0
1780325137	XAUUSD	M5	4500.22						4505.46122	4505.37935	0
1780325437	XAUUSD	M5	4505.76						4505.78115	4505.58025	0
1780325737	XAUUSD	M5	4504.85						4506.26494	4505.92260	0
1780326037	XAUUSD	M5	4509.85						4506.92173	4506.42216	0
1780326337	XAUUSD	M5	4508.61				4512.95000		4507.59745	4507.00981	0
1780326637	XAUUSD	M5	4510.76						4508.26446	4507.63713	0
