timestamp	symbol	timeframe	close	open	high	low	body_direction	body_size	body_classification
1781030702	XAUUSD	M5	4265.26	4264.36	4265.34	4262.33	1	0.68049	0
1781031002	XAUUSD	M5	4265.91	4265.22	4268.21	4264.07	1	0.74842	0
1781031302	XAUUSD	M5	4269.92	4265.99	4271.50	4265.50	1	0.33155	0
1781031602	XAUUSD	M5	4269.71	4270.09	4270.64	4266.38	-1	0.85209	3
1781031902	XAUUSD	M5	4265.17	4269.72	4271.67	4264.92	-1	0.54966	3
1781032202	XAUUSD	M5	4258.70	4265.04	4265.05	4258.02	-1	1.14715	3
1781032502	XAUUSD	M5	4255.35	4258.69	4258.75	4254.82	-1	0.13557	3
1781032802	XAUUSD	M5	4255.71	4255.40	4256.47	4252.84	1	0.88074	0
1781033102	XAUUSD	M5	4257.39	4255.69	4257.90	4254.10	1	0.41199	0
1781033402	XAUUSD	M5	4259.52	4257.27	4260.29	4256.44	1	0.22392	0
1781033702	XAUUSD	M5	4253.68	4259.50	4259.90	4252.75	-1	0.97627	3
1781034002	XAUUSD	M5	4250.97	4253.64	4253.64	4250.15	-1	0.08524	3
1781034302	XAUUSD	M5	4250.98	4251.11	4252.50	4250.02	-1	0.93960	3
1781034602	XAUUSD	M5	4258.91	4251.65	4258.99	4251.65	1	1.45298	0
1781034902	XAUUSD	M5	4258.48	4259.15	4259.74	4256.40	-1	0.76025	3
1781035202	XAUUSD	M5	4260.77	4258.83	4261.08	4255.60	1	0.33466	0
1781035502	XAUUSD	M5	4257.61	4260.77	4260.77	4257.27	-1	0.07392	3
1781035802	XAUUSD	M5	4258.45	4257.64	4259.38	4256.70	1	0.71286	0
1781036102	XAUUSD	M5	4258.71	4258.46	4260.47	4258.10	1	0.90019	0
1781036402	XAUUSD	M5	4258.31	4258.71	4259.75	4257.90	-1	0.84600	3
1781036702	XAUUSD	M5	4259.10	4258.29	4259.99	4258.09	1	0.70436	0
1781037002	XAUUSD	M5	4257.94	4259.02	4259.20	4257.74	-1	0.61230	3
1781037302	XAUUSD	M5	4260.44	4257.93	4260.94	4257.91	1	0.13106	0
1781037602	XAUUSD	M5	4261.38	4260.44	4261.98	4260.27	1	0.65808	0
1781037902	XAUUSD	M5	4261.83	4261.49	4262.11	4260.48	1	0.85804	0
1781038202	XAUUSD	M5	4260.26	4261.73	4261.79	4259.65	-1	0.47580	3
1781038502	XAUUSD	M5	4259.44	4260.22	4260.64	4259.35	-1	0.70757	3
1781042402	XAUUSD	M5	4256.02	4256.01	4257.24	4250.75	1	0.96598	0
1781042702	XAUUSD	M5	4253.49	4255.11	4256.65	4251.13	-1	0.42293	3
1781043002	XAUUSD	M5	4255.44	4253.49	4256.62	4253.22	1	0.31091	0
1781043302	XAUUSD	M5	4253.66	4255.44	4256.23	4253.03	-1	0.36904	3
1781043602	XAUUSD	M5	4254.71	4253.66	4256.49	4253.48	1	0.61291	0
1781043902	XAUUSD	M5	4256.82	4254.56	4256.82	4253.30	1	0.20588	0
1781044202	XAUUSD	M5	4252.83	4256.78	4257.39	4252.59	-1	0.36394	3
1781044502	XAUUSD	M5	4253.13	4253.54	4254.75	4250.52	-1	0.82810	3
1781044802	XAUUSD	M5	4248.97	4253.12	4255.16	4247.68	-1	0.43298	3
1781045102	XAUUSD	M5	4239.08	4248.98	4249.81	4237.42	-1	2.35203	4
1781045402	XAUUSD	M5	4235.11	4239.08	4240.84	4232.40	-1	0.36186	3
1781045702	XAUUSD	M5	4237.31	4235.11	4238.08	4234.03	1	0.23340	0
1781046002	XAUUSD	M5	4246.34	4237.24	4246.65	4235.59	1	2.06705	1
1781046302	XAUUSD	M5	4241.68	4246.30	4247.42	4241.68	-1	0.57157	3
1781046602	XAUUSD	M5	4235.90	4241.73	4242.87	4235.80	-1	0.97347	3
1781046902	XAUUSD	M5	4233.21	4236.20	4236.68	4227.84	-1	0.02384	3
1781047202	XAUUSD	M5	4227.64	4233.19	4234.51	4225.66	-1	0.87518	3
1781047502	XAUUSD	M5	4224.19	4227.55	4228.22	4222.98	-1	0.14697	3
1781047802	XAUUSD	M5	4225.70	4224.19	4229.73	4221.77	1	0.46869	0
1781048102	XAUUSD	M5	4221.92	4225.65	4226.24	4221.53	-1	0.29832	3
1781048402	XAUUSD	M5	4218.63	4221.99	4224.36	4216.61	-1	0.16711	3
1781048702	XAUUSD	M5	4213.05	4218.54	4218.54	4211.25	-1	0.91271	3
1781049002	XAUUSD	M5	4220.72	4213.35	4221.11	4210.38	1	1.56925	1
1781049302	XAUUSD	M5	4222.03	4220.75	4224.57	4217.80	1	0.55777	0
1781049602	XAUUSD	M5	4220.58	4222.01	4223.85	4218.42	-1	0.50342	3
1781049902	XAUUSD	M5	4225.57	4220.34	4226.61	4219.79	1	0.82244	0
1781050202	XAUUSD	M5	4225.12	4225.29	4225.65	4216.66	-1	0.94372	3
1781050502	XAUUSD	M5	4226.93	4225.12	4228.25	4218.51	1	0.36925	0
1781050802	XAUUSD	M5	4225.23	4227.57	4228.28	4223.64	-1	0.18518	3
1781051102	XAUUSD	M5	4217.94	4225.23	4225.57	4217.94	-1	1.53538	4
1781051402	XAUUSD	M5	4206.52	4218.25	4218.93	4206.07	-1	3.06955	5
1781051702	XAUUSD	M5	4207.77	4206.53	4209.52	4201.74	1	0.56868	0
1781052002	XAUUSD	M5	4204.49	4207.87	4208.21	4199.03	-1	0.17519	3
1781052302	XAUUSD	M5	4203.72	4204.28	4206.01	4199.80	-1	0.80042	3
1781052602	XAUUSD	M5	4207.39	4203.63	4208.63	4200.54	1	0.30861	0
1781052902	XAUUSD	M5	4218.23	4207.39	4220.95	4207.39	1	2.73546	2
1781053202	XAUUSD	M5	4194.50	4218.28	4218.55	4194.50	-1	6.77634	5
1781053502	XAUUSD	M5	4195.15	4194.41	4199.60	4187.19	1	0.71104	0
1781053802	XAUUSD	M5	4203.39	4195.52	4206.66	4194.06	1	1.62462	1
1781054102	XAUUSD	M5	4213.33	4203.29	4216.69	4200.67	1	2.33024	1
1781054402	XAUUSD	M5	4200.92	4213.28	4213.29	4199.08	-1	3.04837	5
1781054702	XAUUSD	M5	4201.81	4200.72	4204.49	4197.43	1	0.60019	0
1781055002	XAUUSD	M5	4202.58	4201.92	4204.57	4196.35	1	0.73621	0
1781055302	XAUUSD	M5	4200.71	4202.43	4207.04	4197.80	-1	0.39110	3
1781055602	XAUUSD	M5	4187.41	4200.70	4202.17	4184.65	-1	3.30387	5
1781055902	XAUUSD	M5	4192.94	4187.30	4193.73	4184.73	1	0.85424	0
1781056202	XAUUSD	M5	4192.05	4193.00	4195.64	4183.88	-1	0.64371	3
1781056502	XAUUSD	M5	4188.63	4192.05	4192.76	4187.44	-1	0.14646	3
1781056802	XAUUSD	M5	4187.00	4188.63	4191.70	4183.73	-1	0.42681	3
1781057102	XAUUSD	M5	4181.14	4187.14	4187.14	4179.70	-1	0.96635	3
1781057402	XAUUSD	M5	4182.77	4181.14	4186.39	4179.83	1	0.42760	0
1781057702	XAUUSD	M5	4180.91	4182.83	4186.36	4179.88	-1	0.33388	3
1781058002	XAUUSD	M5	4183.35	4180.91	4187.16	4180.06	1	0.16606	0
1781058302	XAUUSD	M5	4187.98	4183.34	4188.35	4178.24	1	0.53656	0
1781058602	XAUUSD	M5	4179.39	4187.95	4192.63	4174.32	-1	1.78207	4
1781058902	XAUUSD	M5	4184.54	4179.41	4189.60	4179.01	1	0.68351	0
1781059202	XAUUSD	M5	4184.51	4184.67	4189.35	4180.25	-1	0.89956	3
1781059502	XAUUSD	M5	4187.62	4184.35	4190.53	4183.52	1	0.09354	0
1781059802	XAUUSD	M5	4175.03	4187.60	4188.47	4174.12	-1	3.02353	5
1781060102	XAUUSD	M5	4174.01	4174.91	4176.65	4173.18	-1	0.66158	3
1781060402	XAUUSD	M5	4176.78	4173.96	4176.99	4172.93	1	0.05411	0
1781060702	XAUUSD	M5	4175.32	4176.78	4180.68	4174.22	-1	0.48139	3
1781061002	XAUUSD	M5	4178.09	4175.32	4178.54	4174.07	1	0.06931	0
1781061302	XAUUSD	M5	4175.94	4178.19	4181.11	4175.47	-1	0.23422	3
1781061602	XAUUSD	M5	4175.18	4175.94	4176.37	4173.84	-1	0.70171	3
1781061902	XAUUSD	M5	4177.22	4175.16	4180.29	4174.94	1	0.29177	0
1781062202	XAUUSD	M5	4180.51	4177.22	4180.83	4176.34	1	0.09672	0
1781062502	XAUUSD	M5	4180.41	4180.56	4183.05	4176.75	-1	0.89334	3
1781062802	XAUUSD	M5	4179.92	4180.41	4182.64	4178.23	-1	0.78233	3
1781063102	XAUUSD	M5	4185.44	4179.90	4186.50	4179.71	1	0.81661	0
1781063402	XAUUSD	M5	4184.95	4185.44	4186.07	4182.34	-1	0.78177	3
1781063702	XAUUSD	M5	4184.81	4184.83	4185.05	4181.89	-1	0.92641	3
1781064002	XAUUSD	M5	4186.35	4184.83	4187.29	4182.15	1	0.44869	0
1781064302	XAUUSD	M5	4184.40	4186.35	4186.65	4182.07	-1	0.31254	3
1781064602	XAUUSD	M5	4181.37	4184.21	4184.49	4180.72	-1	0.03145	3
1781064902	XAUUSD	M5	4181.64	4181.28	4182.29	4178.87	1	0.81616	0
1781065202	XAUUSD	M5	4178.24	4181.65	4183.05	4176.59	-1	0.15036	3
1781065502	XAUUSD	M5	4174.56	4178.48	4180.51	4173.70	-1	0.31012	3
1781065802	XAUUSD	M5	4174.39	4174.49	4175.24	4172.93	-1	0.89874	3
1781066102	XAUUSD	M5	4174.83	4174.38	4175.26	4172.99	1	0.78601	0
1781066402	XAUUSD	M5	4173.55	4174.86	4175.26	4173.04	-1	0.51261	3
1781066702	XAUUSD	M5	4173.81	4173.55	4175.12	4172.55	1	0.84118	0
1781067002	XAUUSD	M5	4175.06	4173.83	4175.80	4173.59	1	0.53076	0
1781067302	XAUUSD	M5	4174.82	4175.05	4175.85	4173.73	-1	0.84462	3
1781067602	XAUUSD	M5	4174.58	4175.04	4178.28	4173.39	-1	0.76998	3
1781067902	XAUUSD	M5	4176.57	4174.61	4179.02	4173.67	1	0.29556	0
1781068202	XAUUSD	M5	4179.77	4176.67	4180.44	4175.53	1	0.06618	0
1781068502	XAUUSD	M5	4176.80	4179.85	4180.39	4175.62	-1	0.05278	3
1781068802	XAUUSD	M5	4180.53	4176.70	4183.14	4176.08	1	0.30051	0
1781069102	XAUUSD	M5	4187.25	4180.53	4187.25	4179.55	1	1.21561	0
1781069402	XAUUSD	M5	4191.09	4187.33	4193.25	4181.79	1	0.27477	0
1781069702	XAUUSD	M5	4194.32	4190.54	4194.68	4188.15	1	0.28167	0
1781070002	XAUUSD	M5	4198.25	4194.32	4199.02	4193.47	1	0.32840	0
1781070302	XAUUSD	M5	4202.72	4198.14	4205.52	4197.53	1	0.53423	0
1781070602	XAUUSD	M5	4203.72	4202.78	4206.41	4200.49	1	0.61725	0
1781070902	XAUUSD	M5	4205.15	4203.74	4208.97	4203.67	1	0.46840	0
1781071202	XAUUSD	M5	4211.17	4205.17	4212.61	4205.16	1	0.98674	0
1781071502	XAUUSD	M5	4213.99	4211.11	4221.80	4209.31	1	0.00592	0
1781071802	XAUUSD	M5	4212.90	4214.29	4216.10	4209.26	-1	0.47980	3
1781072102	XAUUSD	M5	4214.42	4212.94	4215.50	4211.17	1	0.45088	0
1781072402	XAUUSD	M5	4209.10	4214.41	4216.71	4208.32	-1	0.76373	3
1781072702	XAUUSD	M5	4211.94	4209.40	4215.98	4209.29	1	0.11819	0
1781073002	XAUUSD	M5	4210.60	4211.80	4213.46	4208.17	-1	0.54422	3
1781073302	XAUUSD	M5	4209.10	4210.49	4212.12	4207.78	-1	0.48378	3
1781073602	XAUUSD	M5	4207.75	4209.08	4209.40	4205.01	-1	0.50173	3
1781073902	XAUUSD	M5	4203.22	4207.48	4209.81	4203.20	-1	0.42750	3
1781074202	XAUUSD	M5	4202.31	4203.27	4206.63	4201.87	-1	0.61815	3
1781074502	XAUUSD	M5	4203.96	4202.12	4205.95	4201.80	1	0.33734	0
1781074802	XAUUSD	M5	4203.70	4203.94	4205.84	4201.33	-1	0.84422	3
1781075102	XAUUSD	M5	4207.16	4203.69	4207.75	4202.01	1	0.18133	0
1781075402	XAUUSD	M5	4200.31	4206.48	4207.84	4197.31	-1	1.03600	3
1781075702	XAUUSD	M5	4198.74	4200.31	4202.97	4198.02	-1	0.42862	3
1781076002	XAUUSD	M5	4199.24	4198.71	4203.79	4198.16	1	0.75759	0
1781076302	XAUUSD	M5	4194.92	4199.24	4199.24	4193.58	-1	0.44741	3
1781076602	XAUUSD	M5	4194.78	4194.95	4197.15	4191.80	-1	0.86928	3
1781076902	XAUUSD	M5	4190.73	4194.78	4195.63	4190.27	-1	0.36138	3
1781077202	XAUUSD	M5	4189.69	4190.26	4193.57	4188.00	-1	0.74482	3
1781077502	XAUUSD	M5	4190.46	4189.76	4192.97	4189.30	1	0.70140	0
1781077802	XAUUSD	M5	4182.11	4190.20	4190.20	4181.58	-1	1.63712	4
1781078102	XAUUSD	M5	4186.47	4182.11	4187.73	4181.62	1	0.45325	0
1781078402	XAUUSD	M5	4164.31	4186.12	4187.46	4161.46	-1	5.73997	5
1781078702	XAUUSD	M5	4167.38	4164.30	4171.50	4161.94	1	0.03174	0
1781079002	XAUUSD	M5	4166.47	4167.39	4172.33	4161.41	-1	0.62551	3
1781079302	XAUUSD	M5	4173.53	4166.85	4178.98	4166.25	1	1.12477	0
1781079602	XAUUSD	M5	4171.20	4173.52	4174.65	4168.18	-1	0.20323	3
1781079902	XAUUSD	M5	4172.22	4171.13	4173.75	4169.25	1	0.57768	0
1781080202	XAUUSD	M5	4168.10	4172.14	4172.20	4166.47	-1	0.31905	3
1781080502	XAUUSD	M5	4172.85	4168.35	4175.83	4168.20	1	0.45832	0
1781080802	XAUUSD	M5	4170.55	4172.91	4179.29	4170.04	-1	0.19462	3
1781081102	XAUUSD	M5	4174.29	4170.57	4174.59	4166.46	1	0.21858	0
1781081402	XAUUSD	M5	4171.18	4174.46	4176.47	4171.11	-1	0.08245	3
1781081702	XAUUSD	M5	4168.57	4171.13	4172.84	4167.69	-1	0.13891	3
1781082002	XAUUSD	M5	4167.03	4168.98	4169.64	4165.36	-1	0.32462	3
1781082302	XAUUSD	M5	4170.47	4167.22	4171.75	4166.46	1	0.07294	0
1781082602	XAUUSD	M5	4165.07	4170.47	4174.07	4164.78	-1	0.72672	3
1781082902	XAUUSD	M5	4171.07	4164.99	4175.01	4164.41	1	0.93003	0
1781083202	XAUUSD	M5	4168.52	4171.20	4171.20	4166.38	-1	0.10686	3
1781083502	XAUUSD	M5	4166.26	4168.42	4172.05	4164.44	-1	0.26631	3
1781083802	XAUUSD	M5	4176.86	4166.23	4177.46	4165.79	1	2.29708	1
1781084102	XAUUSD	M5	4172.48	4176.87	4179.53	4171.31	-1	0.40233	3
1781084402	XAUUSD	M5	4171.29	4172.48	4172.82	4167.89	-1	0.56898	3
1781084702	XAUUSD	M5	4168.47	4171.37	4174.96	4166.00	-1	0.05073	3
1781085002	XAUUSD	M5	4166.17	4168.25	4168.73	4163.09	-1	0.30121	3
1781085302	XAUUSD	M5	4168.74	4166.03	4169.24	4165.32	1	0.11065	0
1781085602	XAUUSD	M5	4169.30	4168.75	4171.14	4167.38	1	0.76459	0
1781085902	XAUUSD	M5	4159.67	4169.30	4169.65	4155.68	-1	1.97769	4
1781086202	XAUUSD	M5	4161.01	4159.67	4162.30	4155.84	1	0.52906	0
1781086502	XAUUSD	M5	4164.46	4161.01	4164.84	4159.54	1	0.10829	0
1781086802	XAUUSD	M5	4166.71	4164.50	4169.78	4163.79	1	0.26757	0
1781087102	XAUUSD	M5	4165.16	4166.72	4169.35	4162.69	-1	0.46517	3
1781087402	XAUUSD	M5	4165.19	4164.88	4168.91	4164.08	1	0.84241	0
1781087702	XAUUSD	M5	4166.72	4165.14	4169.14	4164.66	1	0.45946	0
1781088002	XAUUSD	M5	4171.40	4167.46	4171.40	4164.19	1	0.25320	0
1781088302	XAUUSD	M5	4177.27	4171.45	4177.27	4169.80	1	0.81886	0
1781088602	XAUUSD	M5	4171.88	4177.58	4178.70	4171.59	-1	0.77941	3
1781088902	XAUUSD	M5	4174.51	4171.77	4178.26	4171.69	1	0.11763	0
1781089202	XAUUSD	M5	4161.48	4174.69	4176.12	4160.19	-1	3.01446	5
1781089502	XAUUSD	M5	4161.33	4161.15	4164.56	4153.72	1	0.88909	0
1781089802	XAUUSD	M5	4168.83	4161.36	4169.05	4161.21	1	1.28857	0
1781090102	XAUUSD	M5	4164.92	4168.62	4171.69	4164.82	-1	0.15908	3
1781090402	XAUUSD	M5	4163.74	4164.86	4170.76	4163.71	-1	0.61268	3
1781090702	XAUUSD	M5	4166.32	4163.40	4166.78	4156.74	1	0.07551	0
1781091002	XAUUSD	M5	4164.92	4166.46	4168.01	4161.21	-1	0.48941	3
1781091302	XAUUSD	M5	4156.49	4164.92	4165.70	4156.38	-1	1.56524	4
1781091602	XAUUSD	M5	4154.43	4156.48	4160.12	4154.38	-1	0.34204	3
1781091902	XAUUSD	M5	4155.78	4154.43	4155.92	4152.50	1	0.55208	0
1781092202	XAUUSD	M5	4154.21	4155.79	4163.41	4153.74	-1	0.48368	3
1781092502	XAUUSD	M5	4147.65	4154.71	4155.81	4145.79	-1	1.14991	3
1781092802	XAUUSD	M5	4146.96	4147.48	4152.53	4145.67	-1	0.80514	3
1781093102	XAUUSD	M5	4145.04	4147.10	4150.77	4144.68	-1	0.34550	3
1781093402	XAUUSD	M5	4136.27	4145.04	4145.11	4134.68	-1	1.65116	4
1781093702	XAUUSD	M5	4136.51	4136.06	4142.87	4135.54	1	0.83017	0
1781094002	XAUUSD	M5	4134.72	4136.49	4137.46	4133.94	-1	0.43610	3
1781094302	XAUUSD	M5	4141.11	4134.71	4142.08	4130.66	1	0.94265	0
1781094602	XAUUSD	M5	4162.44	4141.52	4173.72	4139.91	1	5.09553	2
1781094902	XAUUSD	M5	4160.87	4162.73	4173.01	4156.05	-1	0.40854	3
